	name	CID
90	orthosiphon aristatus leaf	146171020
91	atriplex lentiformis pollen	146171021
92	meglumine antimoniate	64953
93	propylthiouracil	657298
94	escitalopram oxalate	146571
95	nafcillin	8982
96	quinine	3034034
97	alternaria altern	146171022
98	dextromethorphan hydrobromide	5464025
99	cladosporium cladosporioides	146171023
100	mepolizumab	146171024
101	masoprocol	71398
102	streptokinase-streptodornase	146171025
103	iodipamide meglumine	636408
104	ethynodiol	14687
105	norgestimate	6540478
106	amphotericin b cholesteryl sulfate	9877168
107	aspergillus nidulans	146171026
108	perazine	4744
109	hydralazine	3637
110	technetium tc-99m pertechnetate	9570376
111	protriptyline hydrochloride	6603149
112	mirabegron	9865528
113	mercaptopurine	667490
114	cefcapene pivoxil hydrochloride	6918126
115	zolpidem	5732
116	platelet concentrate human	146171027
117	trastuzumab-dttb	146171028
118	methohexital sodium	9034
119	arginine aspartate	11500504
120	inositol niacinate	3720
121	canis lupus familiaris dander	146171029
122	zoledronic acid	68740
123	mometasone furoate monohydrate	441336
124	piromidic acid	4855
125	pimavanserin	10071196
126	histrelin acetate	25077993
127	plicamycin	163659
128	lapatinib	208908
129	denatonium benzoate	19518
130	terizidone	65720
131	voriconazole	71616
132	oxymorphone	5284604
133	galactose	6036
134	aminosalicylic acid	4649
135	talc	26924
136	sodium decahydroazulene-1-sulfonate	86278242
137	prednisolone sodium metazoate	23675004
138	axitinib	6450551
139	halibut liver oil	146171030
140	bremelanotide acetate	91971505
141	escherichia coli	146171031
142	doripenem	73303
143	chloramphenicol sodium succinate	656833
144	factor ix complex	146171032
145	lisocabtagene maraleucel	146171033
146	bacitracin zinc	3083711
147	nepafenac	151075
148	alemtuzumab	146171034
149	ethylphenidate	3080846
150	perflenapent	12675
151	glucosamine sulfate	146171035
152	orgotein	72941490
153	diphtheria and tetanus toxoids and acellular pertussis adsorbed, inactivated poliovirus and haemophilus b conjugate (mpc) and hepatitis b virus vaccine	146171036
154	atovaquone	74989
155	shark liver oil	146171037
156	leucinamide	69640
157	 dolichovespula maculata venom protein	146171038
158	fucus vesiculosus	146171039
159	fosphenytoin sodium heptahydrate	46174075
160	sodium heparan sulfate (porcine	146171040
161	sodium cl	146171041
162	perospirone hydrochloride	115367
163	potassium glycerophosphate anhydrous	80278
164	somatrem	146171042
165	eflornithine	3009
166	montelukast	5281040
167	peru balsam	146171043
168	platinum	23939
169	hops	146171044
170	vitamin a palmitate	5280531
171	lime (citrus)	14778
172	alnus serrulata pollen	146171045
173	st. john^s wort	146171046
174	denopamine	5311064
175	varlitinib	42642648
176	linrodostat mesylate	134687067
177	lofexidine hydrochloride	30667
178	human rho(d) immune globulin	146171047
179	azithromycin anhydrous	146171048
180	methscopolamine	71183
181	grapefruit	146171049
182	ethamsylate	17506
183	nitrendipine	4507
184	duloxetine hydrochloride	60835
185	sporisorium cruentum	146171050
186	mexiletine	4178
187	riociguat	11304743
188	sulfadoxine	17134
189	alcuronium chloride	21158559
190	icatibant acetate	6918173
191	vinflunine	6918295
192	silodosin	5312125
193	tiotropium	5487427
194	podophyllum	10607
195	estrogens, esterified	5757
196	prilocaine	4906
197	probiotics nos	146171051
198	liraglutide	16134956
199	zinc carbonate	19005
200	sodium gualenate monohydrate	23665552
201	porfimer sodium	135577896
202	iloperidone	71360
203	ciprocinonide	11954352
204	cloperastine hydrochloride	161104
205	danaparoid sodium	146171052
206	epithiazide	15671
207	pyrilamine	4992
208	dapagliflozin	9887712
209	butane	7843
210	pyridostigmine	4991
211	thiabendazole	5430
212	estriol	5756
213	basil	146171053
214	strontium ranelate	6918182
215	molybdenum mo-99	104976
216	phthalylsulfathiazole	4806
217	ethisterone	5284557
218	maraviroc	3002977
219	sodium monofluorophosphate	24266
220	ammonium chloride	25517
221	bleomycin a5	10057320
222	tetanus toxoids	146171054
223	cochliobolus sativ	146171055
224	guanethidine	3518
225	parnaparin sodium	146171056
226	bacillus calmette-guerin substrain moreau rdj live antigen	146171057
227	bentiamine	3036235
228	panax notoginseng root extract	146171058
229	whey	612
230	flomoxef	65864
231	icrucumab	146171059
232	halcinonide	443943
233	testosterone isocaproate	231084
234	technetium tc-99m mertiatide	76958876
235	ergotamine tartrate	8223
236	sodium azide	33557
237	armodafinil	9690109
238	abciximab	146171060
239	heptaminol	3590
240	allergenic extract- alternaria	146171061
241	fennel	6850758
242	venetoclax	49846579
243	tenamfetamine	1614
244	aminomethylbenzoic acid	65526
245	silicone	5461123
246	tipepidine	5484
247	tofogliflozin	46908929
248	bepridil hydrochloride	50088
249	influenza a virus a/california/7/2009 x-181 (h1n1) antigen (formaldehyde inactivated)	146171062
250	testolactone	13769
251	borage seed oil	146171063
252	prednisolone acetate	5834
253	flucytosine	3366
254	menadione	4055
255	bamifylline hydrochloride	68549
256	methazolamide	4100
257	valproate magnesium	147515
258	ferrous calcium citrate	10097975
259	halazepam	31640
260	phenylbutazone	4781
261	hydrocodone hydrochloride	12358607
262	ethinamate	3284
263	belladonna	146171064
264	estrogens, conjugated synthetic b	146171065
265	riboflavin	493570
266	tigecycline	54686904
267	ertugliflozin	44814423
268	codeine	5284371
269	cactinomycin	3084037
270	titanium dioxide	26042
271	taraxacum officinale pollen	146171066
272	drotaverine hydrochloride	6437861
273	ro-6870810	54670351
274	salsalate	5161
275	hyoscyamine	146171067
276	chelidonium majus	146171068
277	usnic acid	5646
278	riboprine	24405
279	binimetinib	10288191
280	ethylenediamine	3301
281	levomenol	442343
282	acemetacin	1981
283	sodium pyrrolidone carboxylate	23666346
284	tanespimycin	6505803
285	riboflavin 5^-phosphate sodium	23687712
286	acetazolamide sodium	13290219
287	linifanib	11485656
288	betula papyrifera pollen	146171069
289	blattella germanica	146171070
290	cyclopenthiazide	2904
291	dilazep dihydrochloride	6419915
292	methoxphenidine	67833251
293	azintamide	71105
294	metamizole sodium	522325
295	haloperidol	3559
296	travoprost	5282226
297	tybamate	20266
298	cabazitaxel	9854073
299	rituximab-pvvr	146171071
300	 menaquinone 6	146171072
301	hypericum perforatum whole	146171073
302	benzoin resin	8400
303	abiraterone acetate	9821849
304	opipramol hydrochloride	71587
305	catumaxomab	146171074
306	lithium aspartate	87073042
307	trastuzumab deruxtecan	146171075
308	fludrocortisone	146171076
309	insulin nos	146171077
310	ecgonine methyl ester	104904
311	dalcetrapib	6918540
312	carbamazepine	2554
313	betaine hydrochloride	247
314	succinylsulfathiazole	5315
315	trypsin	5311489
316	levonorgestrel acetate	62954
317	fostamatinib	11671467
318	norfloxacin hydrochloride	12733888
319	stiripentol	5311454
320	insulin glulisine	16136701
321	apr-246	52918385
322	ibutilide fumarate	5281065
323	pidilizumab	146171078
324	acamprosate calcium	155434
325	bismuth subcarbonate	16683095
326	triflupromazine hydrochloride	66069
327	emu oil	146171079
328	hydrocortisone	5754
329	oxprenolol hydrochloride	71172
330	efonidipine	119171
331	chlorothymol	6982
332	ethanolamine oleate	5282489
333	alnus rhombifolia pollen	146171080
334	procinonide	9806281
335	butylphthalide	61361
336	testosterone enantate benzilic acid hydrazone	76971566
337	bucetin	14130
338	sitaxentan	216235
339	n-ethyl-4-methylpentedrone	205601
340	infliximab-abda	146171081
341	chlophedianol	2795
342	paliperidone palmitate	9852746
343	quercus salicina stem	146171082
344	dtrmwxhs-12	146171083
345	androstenedione	6128
346	candesartan	2541
347	lomefloxacin	3948
348	sincalide	9833444
349	bococizumab	146171084
350	cariprazine	11154555
351	thiourea	2723790
352	methotrexate sodium	126941
353	s-bioallethrin	11442
354	mebeverine embonate	56841405
355	cemiplimab-rwlc	146171085
356	thiotepa	5453
357	senega extract	146171086
358	oteracil potassium	2723920
359	mephobarbital	8271
360	midazolam maleate	5384200
361	migrenin	71477
362	ferroglycine sulfate	146171087
363	chondroitin sulfate (bovine)	146171088
364	ceftazidime	5481173
365	bisulepin	6436111
366	methacholine chloride	6114
367	chlorcyclizine	2710
368	quercus palustris pollen	146171089
369	atlantic salmon oil	146171090
370	secobarbital sodium	14148199
371	influenza a virus a/hong kong/4801/2014 x-263b (h3n2) antigen (formaldehyde inactivated)	146171091
372	cetyl alcohol	2682
373	idoxuridine	5905
374	chymopapain	9001
375	antihemophilic factor human	146171092
376	apple cider vinegar	146171093
377	clopidogrel	60606
378	sodium stibogluconate anhydrous	146171094
379	fytic acid	890
380	ketazolam	33746
381	duligotuzumab	146171095
382	clavulanate potassium	23665591
383	technetium tc-99m pyrophosphate	6452753
384	cavosonstat	56960912
385	apatinib	11315474
386	donepezil hydrochloride	5741
387	racementhol	146171096
388	e. coli vaccines	146171097
389	tetramisole	3913
390	irsogladine	3752
391	lactose monohydrate	104938
392	prochlorperazine maleate	4917
393	opium	146171098
394	granisetron	5284566
395	pemigatinib	86705695
396	flupentixol decanoate	6434100
397	cidofovir	60613
398	acetylcarnitine hydrochloride	2733928
399	hydrochloric acid	313
400	ferric oxide red	146171099
401	human blood vessel	146171100
402	influenza b virus b/phuket/3073/2013 antigen (propiolactone inactivated)	146171101
403	flavin adenine dinucleotide	643975
404	clindamycin hydrochloride	16051951
405	hetacillin	443387
406	lofexidine	30668
407	ferric pyrophosphate citrate	109374151
408	pinus ponderosa pollen	146171102
409	methyprylon	4162
410	perphenazine hydrochloride	168090
411	cerium	23974
412	alacepril	71992
413	corn oil, oxidized	146171103
414	meta-chlorophenylpiperazine	1355
415	dimethyl fumarate	637568
416	technetium tc-99m sestamibi	25199598
417	methylephedrine	4374
418	carbomer 934	8314
419	sulodexide	6453528
420	ferrous sulfate, dried	146171104
421	hypericum perforatum extract	146171105
422	calamine	23083748
423	benzbromarone	2333
424	mometasone	146171106
425	hexamidine	65130
426	atorvastatin	60823
427	cosyntropin hexaacetate	56841808
428	liquid petroleum	146171107
429	talampicillin	71447
430	fosfestrol	3032325
431	bismuth trisalicylate	54691487
432	sarecycline	54681908
433	dexbrompheniramine	16960
434	scopolamine hydrochloride	6852406
435	rumex acetosa leaf	146171108
436	magnesium monoethylfumarate	9796734
437	creatine	586
438	volasertib	10461508
439	meningococcal polysaccharide vaccine c	146171109
440	ergonovine	443884
441	cetrorelix acetate	25074887
442	indobufen sodium	91668149
443	quetiapine	5002
444	piribedil	4850
445	gadopentetic acid	146171110
446	magnesium gluconate	11418570
447	aglatimagene besadenovec	146171111
448	poliovirus sabin type 1 live antigen	146171112
449	pembrolizumab	146171113
450	prednisone	5865
451	menthyl salicylate	6970
452	nicametate	71650
453	gotu kola	146171114
454	ethylene oxide	6354
455	rescinnamine	5280954
456	aspartame	134601
457	poliovirus sabin type 2 live antigen	146171115
458	pilsicainide hydrochloride hemihydrate	76961456
459	galphimia glauca flowering top	146171116
460	rabeprazole sodium	14720269
461	methotrexate	126941
462	bosentan anhydrous	146171117
463	tramazoline hydrochloride	443950
464	poliovirus type 1 antigen (formaldehyde inactivated)	146171118
465	flumethasone pivalate	443980
466	trilostane	656583
467	holcus lanatus pollen	146171119
468	palladium	23938
469	3-methylmethcathinone	71741532
470	lobeglitazone sulfate	15951505
471	betamethasone	9782
472	insulin degludec	118984462
473	ganitumab	146171120
474	chlophedianol hydrochloride	83813
475	mitotane	4211
476	ethacridine	2017
477	edaravone	4021
478	buflomedil	2467
479	influenza b virus b/hubei-wujiagang/158/2009 bx-39 antigen (propiolactone inactivated)	146171121
480	anise oil	146171122
481	iohexol	3730
482	piperacetazine	19675
483	loprazolam	3033860
484	.alpha.-tocopherol calcium succinate, d-	146171123
485	hydrocortisone cypionate	223253
486	bisulepin hydrochloride	70858
487	acesulfame potassium	11074431
488	silibinin	31553
489	dactylis glomerata pollen	146171124
490	diamorphine	5462328
491	dolutegravir sodium	46216142
492	triprolidine	5282443
493	zofenopril calcium	3033690
494	afatinib dimaleate	15606394
495	soybean oil	146171125
496	nadifloxacin	4410
497	butenafine hydrochloride	443867
498	citrulline	9750
499	eslicarbazepine acetate	179344
500	parachlorophenol camphorated	146171126
501	tramazoline	5524
502	isoniazid	3767
503	pilsicainide	4820
504	apomorphine hydrochloride	6005
505	1,2-icosapentoyl-sn-glycero-3-phosphoserine calcium	76967404
506	lonidamine	39562
507	chlorpromazine	2726
508	imatinib mesylate	123596
509	trapidil	5531
510	dacarbazine	135398738
511	lithium acetate	3474584
512	ferumoxides non-stoichiometric magnetite	146171127
513	glyburide	3488
514	iodophor	146171128
515	aminacrine hydrochloride	8643
516	tixocortol pivalate	15052414
517	romiplostim	146171129
518	vibegron	44472635
519	dihydrocodeine bitartrate	5492624
520	fevipiprant	23582412
521	levosimendan	3033825
522	cyclizine lactate	71473
523	dexfenfluramine	66265
524	argan oil	146171130
525	perhexiline	4746
526	hydroxyprogesterone caproate	169870
527	oxaliplatin	43805
528	ferrous asparto glycinate	146171131
529	taltirelin	114750
530	gadoxetic acid	25203894
531	phenylmercury borate	146171132
532	buserelin acetate	50224
533	fasudil hydrochloride	163751
534	lolium perenne pollen	146171133
535	dexlansoprazole	9578005
536	margarine	146171134
537	buthionine sulfoximine	21157
538	incadronate disodium	146171135
539	inolimomab	146171136
540	fenoldopam mesylate	49659
541	corn	146171137
542	phenoxyethanol	31236
543	gonadotrophin, chorionic	146171138
544	sodium pantothenate	23679004
545	anguilla rostrata blood serum	146171139
546	n-nitrosodimethylamine	6124
547	avocado	146171140
548	dicyclomine	3042
549	istiratumab	146171141
550	claviceps purpurea sclerotium	146171142
551	valganciclovir	135413535
552	clopamide	12492
553	thrombopoietin	146171143
554	graphite	5462310
555	colestipol hydrochloride	146171144
556	colestilan chloride	65840
557	fingolimod hydrochloride	107969
558	zaltoprofen	5720
559	andecaliximab	146171145
560	diosmin	5281613
561	viscum album leaf	146171146
562	potassium aspartate anhydrous	23672742
563	pegpleranib	146171147
564	hexyl laurate	94454
565	dexfosfoserine	68841
566	beclabuvir	49773361
567	bencyclane fumarate	5282403
568	methasterone	237186
569	phenovalin	24998786
570	hesperidin	10621
571	peanut	146171148
572	methyclothiazide	4121
573	acutobin	146171149
574	sodium	5360545
575	codeine phosphate anhydrous	146171150
576	naloxegol oxalate	56959086
577	dextromethorphan hydrobromide anhydrous	5464025
578	aceprometazine	26035
579	arsenic	5359596
580	amonafide	50515
581	clobenzorex hydrochloride	160796
582	streptodornase	146171151
583	azelastine	2267
584	cyproheptadine	2913
585	olodaterol hydrochloride	11711522
586	estazolam	3261
587	pimpinella anisum whole	146171152
588	promazine	4926
589	ferrous ascorbate	54670067
590	calcium silicate	146171153
591	pirenzepine hydrochloride	71405
592	levalbuterol	123600
593	hyaluronate sodium	146171154
594	diltiazem malate	3037122
595	at-406	25022340
596	influenza b virus b/phuket/3073/2013 recombinant hemagglutinin antigen	146171155
597	spinosad	56841558
598	oxogluric acid	51
599	gadopentetate	6857474
600	iodixanol	3724
601	tiratricol	5803
602	tiotropium bromide	5487426
603	talimogene laherparepvec	146171156
604	deserpidine	8550
605	alizapride hydrochloride	135497066
606	alfalfa	146171157
607	arginine-gamma-hydroxybutyrate	146171158
608	trastuzumab	146171159
609	tagraxofusp-erzs	146171160
610	perindopril arginine	12068809
611	homosalate	8362
612	pamabrom	11806
613	human rotavirus a type g6p1a(8) strain wi79 live antigen	146171161
614	pinaverium bromide	40703
615	cefazolin sodium pentahydrate	23678598
616	desvenlafaxine succinate	9800068
617	capreomycin	135483770
618	distearoylphosphatidylcholine, dl-	65146
619	fedratinib	16722836
620	prednisolone valerate acetate	5284612
621	natamycin	5284447
622	tauroursodeoxycholic acid	9848818
623	onabotulinumtoxina	146171162
624	calcium pyruvate	9859191
625	cannabis sativa subsp. indica top	146171163
626	botulinum toxin nos	146171164
627	glucose oxidase	146171165
628	erythromycin lactobionate	71469
629	polyaminopropyl biguanide	146171166
630	zipeprol	36910
631	dotatate gallium ga-68	44400135
632	artenimol	3000518
633	isavuconazonium	6918606
634	luteinizing hormone	146171167
635	bilastine	185460
636	nimodipine	4497
637	dapsone	2955
638	talbutal	8275
639	enfuvirtide	16130199
640	ferrous sulfate anhydrous	24393
641	ontuxizumab	146171168
642	zinc acetate anhydrous	11192
643	delafloxacin meglumine	11578213
644	epinastine hydrochloride	157313
645	allylthiourea	1549517
646	povidone	6917
647	neratinib	9915743
648	lanthanum carbonate	168924
649	red yeast	146171169
650	4-fluorobutyrfentanyl	86280430
651	acarbose	41774
652	besifloxacin	10178705
653	retamine	442962
654	prochlorperazine	4917
655	ricolinostat	53340666
656	azelnidipine	65948
657	clopidogrel besilate	9847991
658	nipradilol	72006
659	aluminum oxide	9989226
660	estrogens	146171170
661	potassium bitartrate	23666342
662	amfenac sodium	23665728
663	dapagliflozin propanediol	24906252
664	benfluorex	2318
665	isatis tinctoria root	146171171
666	betula nigra pollen	146171172
667	bexarotene	82146
668	technetium tc-99m oxidronate	123801
669	streptococcus pyogenes	146171173
670	phenyltoloxamine citrate	298107
671	dinoprostone	5280360
672	diacetolol	50894
673	rumex acetosella pollen	146171174
674	celecoxib	2662
675	sodium iodide i-123	11954386
676	zopiclone	5735
677	calcium iodide	5462722
678	allergenic extract- cockroach periplaneta americana	146171175
679	nitrazepam	4506
680	conatumumab	146171176
681	chlorhexidine hydrochloride	9571016
682	previtamin d3	5281058
683	sodium hypochlorite	23665760
684	clostridium butyricum spores strain m-55	146171177
685	istradefylline	5311037
686	hexobarbital	3608
687	sulfosalicylic acid	7322
688	evogliptin	25022354
689	amyl nitrite	10026
690	butamirate	28892
691	rosemary	146171178
692	azelastine hydrochloride	54360
693	megestrol acetate	11683
694	grepafloxacin hydrochloride	656829
695	calfactant	146171179
696	indomethacin farnesil	5282183
697	micafungin	146171180
698	cemiplimab	146171181
699	solifenacin	146171182
700	candida alb	146171183
701	fluorouracil sodium	23676689
702	pemetrexed diarginine	145996797
703	secobarbital	5193
704	cefotetan disodium	53024
705	copanlisib	135565596
706	oxytocin	439302
707	isothiazolinone	146171184
708	chlorobutanol	5977
709	sage	146171185
710	enbucrilate	23087
711	protriptyline	4976
712	human papillomavirus type 18 l1 capsid protein residues 2-472 antigen	146171186
713	resorcinol and sulfur	146171187
714	n-desmethylolanzapine	135446209
715	etifoxine hydrochloride	135413552
716	dibrompropamidine isethionate	16735405
717	dexamethasone phosphate	9400
718	midostaurin	9829523
719	barnidipine	443869
720	ursodeoxycholate sodium	23707110
721	sodium polyphosphate	24451
722	echinacea, unspecified	146171188
723	peramivir	154234
724	kanamycin sulfate	441374
725	lolium perenne	146171189
726	cyanocobalamin co-57	139032676
727	lysine	5962
728	calcium carbimide	56955933
729	sulfinpyrazone	5342
730	tropatepine	3034047
731	carbasalate	146171190
732	methylatropinium	656598
733	ipragliflozin	10453870
734	dixyrazine	17182
735	laropiprant	9867642
736	alcuronium	146171191
737	racemethionine	876
738	cinnamon bark oil	146171192
739	neisseria meningitidis serogroup b recombinant lp2086 b01 protein variant antigen	146171193
740	trihexyphenidyl hydrochloride	66007
741	furanylfentanyl hydrochloride	118796423
742	macitentan	16004692
743	metaproterenol sulfate	441333
744	ammonium carbonate	517111
745	cathine	441457
746	fluoride ion	28179
747	trifluridine	6256
748	lesinurad	53465279
749	pargeverine	17700
750	pitofenone hydrochloride	121097
751	tanezumab	146171194
752	taraxacum officinale root	146171195
753	fosinopril sodium	23681451
754	vemurafenib	42611257
755	pevonedistat	16720766
756	azasetron	2264
757	rifamycin sodium	23702994
758	sodium polystyrene sulfonate	75905
759	tryptophan	6305
760	codrituzumab	146171196
761	desipramine	2995
762	high density polyethylene	146171197
763	trimethadione	5576
764	cat^s claw	146171198
765	fasudil	3547
766	vanutide cridificar	146171199
767	histamine	774
768	threonine	6288
769	4-bromo-2,5-dimethoxy-n-(2-methoxybenzyl)phenethylamine	9977044
770	pegfilgrastim-bmez	146171200
771	vopratelimab	146171201
772	diannexin	146171202
773	doxycycline calcium	54671203
774	collagenase clostridium histolyticum	146171203
775	tamarind	146171204
776	aluminum sesquichlorohydrate	23053647
777	ferrous oxalate	10589
778	mycophenolate sodium	23665584
779	technetium tc-99m tiatide	76963456
780	loteprednol etabonate	444025
781	clomethiazole edisylate	9892648
782	rocuronium bromide	441351
783	melaleuca quinquenervia pollen	146171205
784	estrogens, conjugated synthetic a	23676225
785	bitolterol mesylate	35329
786	landiolol	114905
787	tariquidar dimesylate	10079227
788	thyme	146171206
789	sulbutiamine	20055424
790	brentuximab vedotin	146171207
791	curcuma xanthorrhiza root extract	146171208
792	betula pendula pollen	146171209
793	levomethadone	22267
794	 dihydrocodeine phosphate 	146171210
795	dabrafenib	44462760
796	 metamizole sodium	146171211
797	diltiazem	39186
798	ixazomib	25183872
799	amitriptyline hydrochloride	11065
800	rimexolone	5311412
801	naproxen	156391
802	omadacycline	54697325
803	bretylium tosylate	6100
804	thiazolidine	10444
805	fluoxetine	3386
806	doxofylline	50942
807	tylosin	5280440
808	cadexomer iodine	146171212
809	clove	146171213
810	benzydamine	12555
811	laromustine	3081349
812	cholecystokinin	16129670
813	arotinolol hydrochloride	155032
814	crotalidae polyvalent immune fab (ovine)	146171214
815	belladonna leaf	146171215
816	mefloquine hydrochloride	65329
817	eschscholzia californica	146171216
818	ferrous hydroxide	10129897
819	salsola kali pollen	146171217
820	phenindione	4760
821	avapritinib	118023034
822	treprostinil	6918140
823	onasemnogene abeparvovec	146171218
824	piperidolate hydrochloride	8520
825	nadroparin	772
826	burosumab-twza	146171219
827	tilia americana pollen	146171220
828	radotinib	16063245
829	ensulizole	33919
830	cresol	146171221
831	osimertinib	71496458
832	cefpodoxime proxetil	6526396
833	cephalosporin c	65536
834	pyrantel	708857
835	cephalexin anhydrous	27447
836	polyglycolic acid	757
837	vanucizumab	146171222
838	methoxy polyethylene glycol-epoetin beta	8019
839	mucor plumb	146171223
840	regorafenib	11167602
841	phloroglucinol dihydrate	80196
842	bezafibrate	39042
843	nalmefene hydrochloride dihydrate	46209574
844	mezlocillin	656511
845	resin	146171224
846	ponatinib	24826799
847	remifentanil	60815
848	human c1-esterase inhibitor	146171225
849	5-fluoropyrimidine	69605
850	riboflavin sodium	76964699
851	sodium phenylacetate	23690424
852	serenoa repens whole	146171226
853	insulin purified pork	146171227
854	abemaciclib	46220502
855	liposyn (r) intravenous fat emulsion	146171228
856	selicrelumab	146171229
857	pirmenol	65502
858	pyrantel pamoate	5281033
859	glucarpidase	21195079
860	beta vulgaris	92023472
861	manidipine	4008
862	normeperidine	32414
863	lactoperoxidase bovine	139032673
864	pancrelipase amylase	146171230
865	prednisolone sodium succinate	23680518
866	inosine pranobex	135449284
867	iodine solution, strong	146171231
868	fenoterol	3343
869	fd+c red no. 3	54609388
870	plecanatide	70693500
871	manganese cation (2+)	27854
872	ferric polysaccharide complex	146171232
873	patidegib	25027363
874	potassium aspartate	6454950
875	device	146171233
876	isradipine	3784
877	estramustine phosphate meglumine	9961838
878	ixazomib citrate	56844015
879	anthramycin	5311005
880	interferon alfa-n1	146171234
881	poloxamer 407	24751
882	ibritumomab tiuxetan	146171235
883	carboprost	146171236
884	bismuth oxide	146171237
885	bamifylline	16229
886	nintedanib	135423438
887	infliximab-dyyb	146171238
888	zinc picolinate	9904746
889	10-hydroxycamptothecin	97226
890	etomidate	36339
891	tenecteplase	146171239
892	thiamine mononitrate	10762
893	strontium	5359327
894	cefuroxime axetil	6321416
895	viburnum opulus bark	146171240
896	parathyroid hormone	146171241
897	ipidacrine	604519
898	cinnarizine	1547484
899	calcium lactobionate	11170166
900	maltose	6255
901	brivudine	446727
902	necitumumab	146171242
903	sodium glucuronate	23677976
904	perhexiline maleate	5284439
905	magnesium aspartate anhydrous	146171243
906	corticosterone	5753
907	potassium cation	813
908	omecamtiv mecarbil	11689883
909	vinorelbine	5311497
910	emactuzumab	146171244
911	talinolol	68770
912	glycol salicylate	6880
913	1-palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)), sodium salt	46891828
914	flupentixol	5281881
915	butalbital sodium	23662397
916	mofezolac	4237
917	licorice root extract	146171245
918	mucor plumbeus	146171246
919	gadobenate dimeglumine	6918204
920	boldenone	13308
921	alfentanil hydrochloride	64761
922	pitolisant hydrochloride	11551689
923	pentaerythritol	8285
924	influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated)	146171247
925	permethrin	40326
926	hemoglobin glutamer-250 (bovine)	146171248
927	disodium fumarate	6364607
928	n-methylscopolamine methylsulfate	197965
929	insulin beef	146171249
930	aluminum chloride	24012
931	tropicamide	5593
932	ataluren	11219835
933	sapanisertib	45375953
934	sulfasalazine	5339
935	levodopa	6047
936	alteplase	146171250
937	zinc sulfate anhydrous	24424
938	recombinant varicella zoster virus (vzv) glycoprotein e	146171251
939	piroxicam betadex	54723875
940	bentonite	146171252
941	influenza b virus b/brisbane/60/2008 live(attenuated) antigen	146171253
942	mirtazapine	4205
943	temazepam	5391
944	diphtheria and tetanus toxoids and acellular pertussis vaccine adsorbed	146171254
945	levetiracetam	5284583
946	hepatitis b virus subtype adw hbsag surface protein antigen	146171255
947	penicillin g sodium	23668834
948	vorinostat	5311
949	english walnut	146171256
950	butropium bromide	656592
951	cyclobenzaprine hydrochloride	22576
952	ketanserin	3822
953	nortriptyline	4543
954	cantharidin	5944
955	reteplase	146171257
956	dextranomer	146171258
957	lypressin	644076
958	nimotuzumab	146171259
959	poliovirus vaccine live oral trivalent	146171260
960	cannabis sativa whole	146171261
